"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc"
"https://www.google.com/maps/place/Read+Printing/data=!4m7!3m6!1s0x2e6ee17fd068c147:0xbdd3574f71b6e4dc!8m2!3d-6.7212174!4d108.4720231!16s%2Fg%2F11y3lxxjnw!19sChIJR8Fo0H_hbi4R3OS2cU9X070?authuser=0&hl=id&rclk=1","Read Printing","5,0","(2)","Toko Percetakan","·","blok kajen ( samping SD Negeri 1, jl. suryadinata","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0822-6284-0238","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""studio foto & percetakan yang service & ownernya mantappp"""
"https://www.google.com/maps/place/ALFER+PHOTO+COPY,print+data,cetak+photo,alat+tulis+kantor+%28ATK%29+dll/data=!4m7!3m6!1s0x2e6f1f7f4b088817:0x246f758aee37a506!8m2!3d-6.76572!4d108.4466624!16s%2Fg%2F11g2pdwz88!19sChIJF4gIS38fby4RBqU37op1byQ?authuser=0&hl=id&rclk=1","ALFER PHOTO COPY,print data,cetak photo,alat tulis kantor (ATK) dll","4,9","(15)","Toko Fotokopi","·","·","Segera tutup","· 21.00 · Buka Sel pukul 06.30","Jl. Sindang Jawa-Mandirancan","0812-2311-5474","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomended sekali mantap"""
"https://www.google.com/maps/place/Rnd+Print/data=!4m7!3m6!1s0x2e6f1e3c9156db23:0xd13c764c7990415d!8m2!3d-6.7418769!4d108.4939847!16s%2Fg%2F11h4n0p572!19sChIJI9tWkTweby4RXUGQeUx2PNE?authuser=0&hl=id&rclk=1","Rnd Print","1,0","(1)","","","","","","","","","Rute","",""
"https://www.google.com/maps/place/D%E2%80%99PRINT+UNDANGAN+CIREBON/data=!4m7!3m6!1s0x2e6ee16957d48e95:0xedc328d65f66c926!8m2!3d-6.7269804!4d108.4679995!16s%2Fg%2F11t6mns5h5!19sChIJlY7UV2nhbi4RJslmX9Yow-0?authuser=0&hl=id&rclk=1","D’PRINT UNDANGAN CIREBON","4,8","(29)","Layanan Percetakan Undangan","·","Perumahan Griya Lurah Asri No.5B, RT.08/RW.03","","","","0877-3149-4747","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended pokoknya, thank you D'"
"https://www.google.com/maps/place/A.N.S+Print+Solution/data=!4m7!3m6!1s0x2e6ee3198b847ab1:0x58a46e6459be10f1!8m2!3d-6.7032302!4d108.5353404!16s%2Fg%2F11rt_4kv92!19sChIJsXqEixnjbi4R8RC-WWRupFg?authuser=0&hl=id&rclk=1","A.N.S Print Solution","5,0","(6)","Jasa Reparasi Printer","·","8G2P+JF","Tutup","· Buka Sel pukul 08.30","·","0821-1690-5926","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended untuk perbaikan permasalahan komputer printer"""
"https://www.google.com/maps/place/PUMPKINS+PRINT+STUDIO/data=!4m7!3m6!1s0x2e6ee18dc95477b1:0x42e46d3970d35dd4!8m2!3d-6.696743!4d108.4887819!16s%2Fg%2F11h5typys2!19sChIJsXdUyY3hbi4R1F3TcDlt5EI?authuser=0&hl=id&rclk=1","PUMPKINS PRINT STUDIO","4,0","(2)","Kantor Perusahaan","·","Jl. Wadas No.10, RT.13/RW.05","","","","0813-2492-2292","","Rute","",""
"https://www.google.com/maps/place/print+kota+cirebon/data=!4m7!3m6!1s0x2e6ee3099b269097:0x66bc75c0a6ca39e2!8m2!3d-6.7104674!4d108.5651276!16s%2Fg%2F11k52k6jj2!19sChIJl5Ammwnjbi4R4jnKpsB1vGY?authuser=0&hl=id&rclk=1","print kota cirebon","","","Jasa percetakan 3D","·","Jl. Cemara No.5","Tutup","· Buka Sel pukul 08.00","·","0895-3299-09900","","Rute","",""
"https://www.google.com/maps/place/Samson+Digital+Print/data=!4m7!3m6!1s0x2e6ee26872f3ef3f:0x385fd89479762a3f!8m2!3d-6.713075!4d108.5659087!16s%2Fg%2F1pzph380l!19sChIJP-_zcmjibi4RPyp2eZTYXzg?authuser=0&hl=id&rclk=1","Samson Digital Print","3,2","(11)","Toko Percetakan","·","Jl. Pamujudan No.1","Tutup","· Buka Sel pukul 08.00","·","(0231) 224688","","Rute","","Pesan antar"
"https://www.google.com/maps/place/Fotocopy+Agung/data=!4m7!3m6!1s0x2e6ee25c4c186085:0x302859c28137af3b!8m2!3d-6.7041388!4d108.5622043!16s%2Fg%2F11bzrk_q24!19sChIJhWAYTFzibi4RO683gcJZKDA?authuser=0&hl=id&rclk=1","Fotocopy Agung","4,7","(56)","Toko Fotokopi","·","·","Tutup","· Buka Sel pukul 07.30","Jl. Kapten Samadikun No.82A","0812-2333-8106","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap dan hasilnya memuaskan, harga"
"https://www.google.com/maps/place/Computer+Centre+Cirebon/data=!4m7!3m6!1s0x2e6ee216b71580dd:0xd2aa9645f8dbf66b!8m2!3d-6.7123939!4d108.5391735!16s%2Fg%2F11cs1fvjhq!19sChIJ3YAVtxbibi4Ra_bb-EWWqtI?authuser=0&hl=id&rclk=1","Computer Centre Cirebon","3,8","(14)","Kursus Komputer","·","Jl. Simega Jl. Tuparev No.111","","","","0812-1424-7405","","Rute","",""
"https://www.google.com/maps/place/LSC+PRINT+CIREBON/data=!4m7!3m6!1s0x2e6f1f7a4321be03:0xa9424bb7b9adfd59!8m2!3d-6.7356702!4d108.4924649!16s%2Fg%2F11ls0f8bz8!19sChIJA74hQ3ofby4RWf2tubdLQqk?authuser=0&hl=id&rclk=1","LSC PRINT CIREBON","5,0","(6)","Jasa Reparasi Printer","·","Jl. Griya Watubelah Asri","Tutup","· Buka Sel pukul 08.30","·","0856-6211-217","","Rute","",""
"https://www.google.com/maps/place/GST+PERCETAKAN/data=!4m7!3m6!1s0x2e6ee1101ca46e0d:0xf0b8317b7b712fdc!8m2!3d-6.7086058!4d108.4657156!16s%2Fg%2F11n7w78496!19sChIJDW6kHBDhbi4R3C9xe3sxuPA?authuser=0&hl=id&rclk=1","GST PERCETAKAN","5,0","(106)","Toko Percetakan","·","Perumahan Maryland Blok B No. 42","Tutup","· Buka Sel pukul 08.00","·","0896-2900-0949","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended banget nih buat kalian yg mau cetak-mencetak 👍🏼😊"""
"https://www.google.com/maps/place/Percetakan+Shakila+Grafika+Cirebon/data=!4m7!3m6!1s0x2e6f1f42e2297a91:0x9a721c392eb985c3!8m2!3d-6.7350585!4d108.4910361!16s%2Fg%2F11q3599cn3!19sChIJkXop4kIfby4Rw4W5Ljkccpo?authuser=0&hl=id&rclk=1","Percetakan Shakila Grafika Cirebon","5,0","(1)","Toko Percetakan","·","Perumahan Citra Gardenia, Jl. Tangkil Gede","Tutup","· Buka Sel pukul 08.00","·","0858-7162-9689","","Rute","","Pesan antar"
"https://www.google.com/maps/place/Rama+Copier+%7C+photo+copy+%26+print/data=!4m7!3m6!1s0x2e6ee197462a0317:0x21210b639db8d434!8m2!3d-6.701298!4d108.5144088!16s%2Fg%2F11h23wgf13!19sChIJFwMqRpfhbi4RNNS4nWMLISE?authuser=0&hl=id&rclk=1","Rama Copier | photo copy & print","5,0","(2)","Pemasok peralatan percetakan","·","Jl. Buyut trusmi, desa","Tutup","· Buka Sel pukul 07.00","·","0877-2794-0488","","Rute","",""
"https://www.google.com/maps/place/Optimis+Print/data=!4m7!3m6!1s0x2e6f1d56d5229ee5:0xf5665d293efa9a12!8m2!3d-6.8068948!4d108.6138177!16s%2Fg%2F11w9922v9g!19sChIJ5Z4i1VYdby4REpr6PildZvU?authuser=0&hl=id&rclk=1","Optimis Print","5,0","(1)","Industri Percetakan","·","Jl LPI","Buka","· Tutup pukul 22.00","·","0897-6568-613","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus sekali"""
"https://www.google.com/maps/place/Cetak+Photo+%2B+Print+Photocopy/data=!4m7!3m6!1s0x2e6ee1b973e25dcf:0xad22a6b08259e792!8m2!3d-6.7055849!4d108.4903539!16s%2Fg%2F11j8wdghk2!19sChIJz13ic7nhbi4RkudZgrCmIq0?authuser=0&hl=id&rclk=1","Cetak Photo + Print Photocopy","","","Jasa fotografi","","","","","","","","Rute","",""
"https://www.google.com/maps/place/PRINTHIES+-+Digital+Printing/data=!4m7!3m6!1s0x2e6f1e4b569bf963:0x9c0070d9f0239e28!8m2!3d-6.7352896!4d108.4711721!16s%2Fg%2F11cn6bh0z1!19sChIJY_mbVkseby4RKJ4j8NlwAJw?authuser=0&hl=id&rclk=1","PRINTHIES - Digital Printing","5,0","(11)","Toko Percetakan","·","sebelah selatan Mushola Assyuhada, Perumahan Artha Pamijahan No.12A Blok C","Tutup","· Buka Sel pukul 09.00","·","0895-3363-68018","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus, gercep ngerjain nya, rekomended banget"""
"https://www.google.com/maps/place/Toko+BUDE+Photocopy,+Print,+Cetak+Foto/data=!4m7!3m6!1s0x2e6f1f52c1b9e6f5:0xe924192815d98f10!8m2!3d-6.7702434!4d108.5062999!16s%2Fg%2F11rtf3htmk!19sChIJ9ea5wVIfby4REI_ZFSgZJOk?authuser=0&hl=id&rclk=1","Toko BUDE Photocopy, Print, Cetak Foto","4,0","(3)","Toko Fotokopi","·","Desa Cirebon Girang Dusun Talun RT.03, RT.03/RW.03","Tutup","· Buka Sel pukul 08.00","·","0852-2458-9589","","Rute","",""
"https://www.google.com/maps/place/YU-RES+Print/data=!4m7!3m6!1s0x2e6ee378168e1dbf:0x759372513b102788!8m2!3d-6.7010024!4d108.5420611!16s%2Fg%2F11vbw0pfdd!19sChIJvx2OFnjjbi4RiCcQO1Fyk3U?authuser=0&hl=id&rclk=1","YU-RES Print","","","Layanan Percetakan Undangan","·","Pilang mas garden, Blk. B No.38","","","","","","Rute","",""
"https://www.google.com/maps/place/LOIS+Print/data=!4m7!3m6!1s0x2e6f1d00256b611f:0xc7d3693d86b701c6!8m2!3d-6.7718678!4d108.5637563!16s%2Fg%2F11z35h7zwz!19sChIJH2FrJQAdby4RxgG3hj1p08c?authuser=0&hl=id&rclk=1","LOIS Print","","","Perumahan Trusmiland, Blok E65","","","","","","0815-1178-7168","","Rute","",""
"https://www.google.com/maps/place/SUPRIME+Digital+%26+Printing/data=!4m7!3m6!1s0x2e6f1f6bcf2e1927:0xa8d34d04c204a87d!8m2!3d-6.7340216!4d108.4952598!16s%2Fg%2F11rwqlss0x!19sChIJJxkuz2sfby4RfagEwgRN06g?authuser=0&hl=id&rclk=1","SUPRIME Digital & Printing","","","Toko Percetakan","·","Jalan Karang Duwur II No.09, RT.002/RW.004","Tutup","· Buka Sel pukul 08.00","·","0887-2244-596","","Rute","","Pesan antar"
"https://www.google.com/maps/place/Teddy+Print/data=!4m7!3m6!1s0x2e6f1fe728ae76d1:0x648d2475b286afc3!8m2!3d-6.7401693!4d108.4757145!16s%2Fg%2F11f714c77w!19sChIJ0XauKOcfby4Rw6-GsnUkjWQ?authuser=0&hl=id&rclk=1","Teddy Print","","","Kantor Perusahaan","·","7F5G+W7P","Segera tutup","· 21.01 · Buka Sel pukul 08.00","·","0838-2406-6222","","Rute","",""
"https://www.google.com/maps/place/Percetakan+Nathan+Copy+Circle/data=!4m7!3m6!1s0x2e6ee7befca83fc5:0x38b8f690cd98dc71!8m2!3d-6.6220621!4d108.4524255!16s%2Fg%2F11vqzq5fg3!19sChIJxT-o_L7nbi4RcdyYzZD2uDg?authuser=0&hl=id&rclk=1","Percetakan Nathan Copy Circle","5,0","(16)","Layanan Percetakan Undangan","·","Bl. Lima, RT./Rw/RW.025/008","Buka 24 jam","","·","0877-5408-1855","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi banget, cepet dan murah meriah"""
"https://www.google.com/maps/place/Jasa+Print+Menara+Dua+Komputer/data=!4m7!3m6!1s0x2e6f1d9322ccd179:0xff3da84b0e0bc478!8m2!3d-6.7419288!4d108.5760422!16s%2Fg%2F11n6q_6jlv!19sChIJedHMIpMdby4ReMQLDkuoPf8?authuser=0&hl=id&rclk=1","Jasa Print Menara Dua Komputer","","","Jasa Ketik","·","7H5G+6CF, Jl. Nasional 1","","","","","","Rute","",""
"","","","","","","","","","","","","","",""
