"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","e4rVHe"
"https://www.google.com/maps/place/Arghia+Creative/data=!4m7!3m6!1s0x2e6f1df934cfad3f:0xec4f8585784c4fa3!8m2!3d-6.7323264!4d108.5285966!16s%2Fg%2F11c20c6m33!19sChIJP63PNPkdby4Ro09MeIWFT-w?authuser=0&hl=id&rclk=1","Arghia Creative","3,8","(11)","Layanan cetak digital","·","7G9H+3C9, Jl. Perjuangan II","Tutup","· Buka Sel pukul 08.30","·","0838-9598-0800","","Rute","","",""
"https://www.google.com/maps/place/Hade+Photo+Copy/data=!4m7!3m6!1s0x2e6f1df61d5681c9:0xc3c4bcb449777d1e!8m2!3d-6.7282566!4d108.5396311!16s%2Fg%2F11cs4gc3zh!19sChIJyYFWHfYdby4RHn13SbS8xMM?authuser=0&hl=id&rclk=1","Hade Photo Copy","5,0","(1)","Toko Fotokopi","·","Jl. Brigjend Dharsono","Tutup","· Buka Sel pukul 08.00","·","0878-0816-6719","","Rute","","",""
"https://www.google.com/maps/place/Fotocopy+Honesty+Store+HS/data=!4m7!3m6!1s0x2e6f1dd82f9b90af:0x8e8a4efe5e4874f!8m2!3d-6.7433091!4d108.5449036!16s%2Fg%2F11g18v5h3l!19sChIJr5CbL9gdby4RT4fk5e-k6Ag?authuser=0&hl=id&rclk=1","Fotocopy Honesty Store HS","5,0","(4)","Toko Fotokopi","·","Gg. Curug No.09","Tutup","· Buka Sel pukul 06.00","·","0896-7765-22230","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko lengkap dengan potokopi yang bagus, pelayanan ramah dan gercep""",""
"https://www.google.com/maps/place/Amirulshop_/data=!4m7!3m6!1s0x2e6f1da9687f8653:0x6ae368f8c917b19b!8m2!3d-6.7508314!4d108.5487108!16s%2Fg%2F11lcbf6xq8!19sChIJU4Z_aKkdby4Rm7EXyfho42o?authuser=0&hl=id&rclk=1","Amirulshop_","5,0","(2)","Layanan cetak digital","·","Kedung Wungu No.65, RT.02/RW.02","Buka 24 jam","","·","0857-8785-9829","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baguss bgt hasil cetak nya murah lagi""",""
"https://www.google.com/maps/place/Kartika+Foto+Copy+%26+Print+Centre/data=!4m7!3m6!1s0x2e6ee1936aae4a93:0xe696aab610a2876b!8m2!3d-6.7077526!4d108.5061771!16s%2Fg%2F11c58ng01t!19sChIJk0quapPhbi4Ra4eiELaqluY?authuser=0&hl=id&rclk=1","Kartika Foto Copy & Print Centre","4,2","(35)","Toko Percetakan","·","·","Buka","· Tutup pukul 21.00","7GR4+VFV, Jl. Fatahillah","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rapih, murah selalu tepat waktu""",""
"https://www.google.com/maps/place/Photocopy+Ketabahan/data=!4m7!3m6!1s0x2e6f1da2f35b6423:0xb1728e1a19d6757d!8m2!3d-6.7490335!4d108.5607499!16s%2Fg%2F11dflbj0yz!19sChIJI2Rb86Idby4RfXXWGRqOcrE?authuser=0&hl=id&rclk=1","Photocopy Ketabahan","2,2","(13)","Toko Fotokopi","·","Jl. Ciremai Raya No.291/144","Buka","· Tutup pukul 22.00","·","0812-2171-549","","Rute","","",""
"https://www.google.com/maps/place/Percetakan+erha+print/data=!4m7!3m6!1s0x2e6f1decc15f9f27:0x229235666dbdf3f4!8m2!3d-6.7417665!4d108.5456856!16s%2Fg%2F11ggmqnkym!19sChIJJ59fwewdby4R9PO9bWY1kiI?authuser=0&hl=id&rclk=1","Percetakan erha print","4,5","(52)","Layanan cetak digital","·","·","Tutup","· Buka Sel pukul 09.00","Jl. Kanggraksan No.73","0877-7195-8791","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus dan harga bersahabat untuk kantong.""",""
"https://www.google.com/maps/place/JFF+Digital+Printing/data=!4m7!3m6!1s0x2e6f1d2adf5e49f3:0x3be8d179af3dd0b2!8m2!3d-6.7300591!4d108.539795!16s%2Fg%2F11vs6f0rvs!19sChIJ80le3yodby4RstA9r3nR6Ds?authuser=0&hl=id&rclk=1","JFF Digital Printing","5,0","(1)","Layanan cetak digital","·","Jl. Brigjend Dharsono No.12","Tutup","· Buka Sel pukul 08.00","·","0851-6322-7552","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semuanya yang terjadi berlebihan""",""
"https://www.google.com/maps/place/Koperasi+Tunas+Jaya+Pemuda/data=!4m7!3m6!1s0x2e6f1dc8a67d7e83:0x83b13ae368a0f8d5!8m2!3d-6.7286233!4d108.5481117!16s%2Fg%2F11f76yslyh!19sChIJg359psgdby4R1figaOM6sYM?authuser=0&hl=id&rclk=1","Koperasi Tunas Jaya Pemuda","","","Toko Fotokopi","·","Jl. Pemuda Raya No.16","Segera tutup","· 20.00 · Buka Sel pukul 07.00","·","0896-6429-9997","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Barokah+Percetakan/data=!4m7!3m6!1s0x2e6f1d007d121e35:0xe72ffa23754acb11!8m2!3d-6.7494636!4d108.5355063!16s%2Fg%2F11y49wp4zr!19sChIJNR4SfQAdby4REctKdSP6L-c?authuser=0&hl=id&rclk=1","Barokah Percetakan","5,0","(4)","Toko Fotokopi","·","Jl. P. Grenjeng, RT.003/RW.006","Tutup","· Buka Sel pukul 08.00","·","0896-2613-4177","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasilnya bagus dan memuaskaan""",""
"https://www.google.com/maps/place/Syakira+copycentre/data=!4m7!3m6!1s0x2e6f1d9a3d702c65:0x7a3ec0bda2b96e20!8m2!3d-6.7562499!4d108.5425625!16s%2Fg%2F11ldrcvz52!19sChIJZSxwPZodby4RIG65or3APno?authuser=0&hl=id&rclk=1","Syakira copycentre","","","Toko Fotokopi","·","Jl. Kedung Menjangan","Buka","· Tutup pukul 22.00","·","0852-2209-2224","","Rute","","Janji temu online","Tidak ada ulasan"
"https://www.google.com/maps/place/Fajar+Fotocopy/data=!4m7!3m6!1s0x2e6f1d8ea2c29bd7:0x29ef97d5eedf9ace!8m2!3d-6.7349861!4d108.551716!16s%2Fg%2F11gdj605vy!19sChIJ15vCoo4dby4Rzprf7tWX7yk?authuser=0&hl=id&rclk=1","Fajar Fotocopy","4,5","(31)","Toko Fotokopi","·","·","Tutup","· Buka Sel pukul 07.00","Kampung Melati gg. Jahe 3, Kesambi","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada nomer whatsapp yang bisa dihubungi?""",""
"https://www.google.com/maps/place/Flash+Digital+Printing+%26+Advertising/data=!4m7!3m6!1s0x2e6f1d5374330fa5:0x5490742984d13160!8m2!3d-6.7417349!4d108.5233866!16s%2Fg%2F11gjnbbxb0!19sChIJpQ8zdFMdby4RYDHRhCl0kFQ?authuser=0&hl=id&rclk=1","Flash Digital Printing & Advertising","5,0","(3)","Layanan cetak digital","·","Jl. Perjuangan Jl. Majasem No.111C","Tutup","· Buka Sel pukul 08.00","·","0899-7309-321","","Rute","","",""
"https://www.google.com/maps/place/Percetakan+Nayya+Printing+Cirebon/data=!4m7!3m6!1s0x2e6f1decc6ecd691:0x84f40e8ae6ac34f!8m2!3d-6.7389151!4d108.5487517!16s%2Fg%2F11g8cyj4kt!19sChIJkdbsxuwdby4RT8NqruhATwg?authuser=0&hl=id&rclk=1","Percetakan Nayya Printing Cirebon","4,2","(97)","Layanan cetak digital","·","·","Tutup","· Buka Sel pukul 08.00","Jl. Kesambi No.242, RT.01/RW.09","0853-2042-2080","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga best sih ini..""",""
"https://www.google.com/maps/place/Percetakan+Canggih+Putra/data=!4m7!3m6!1s0x2e6f1d0058f1ef9d:0xaa8a0e3152a27cfb!8m2!3d-6.7397849!4d108.5474151!16s%2Fg%2F11z26b7qgb!19sChIJne_xWAAdby4R-3yiUjEOiqo?authuser=0&hl=id&rclk=1","Percetakan Canggih Putra","","","Layanan cetak digital","·","Jl. Brigjen Darsono No.34b","","","","","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Harmoni+Digital+Printing+Cirebon/data=!4m7!3m6!1s0x2e6f1d92c874283f:0x26035f2d3118187e!8m2!3d-6.7396176!4d108.5469896!16s%2Fg%2F11cs1ckqsk!19sChIJPyh0yJIdby4RfhgYMS1fAyY?authuser=0&hl=id&rclk=1","Harmoni Digital Printing Cirebon","4,6","(18)","Layanan cetak digital","·","·","Tutup","· Buka Sel pukul 08.30","Jl. Brigjen Darsono No.35","(0231) 8804931","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cari tempat printingan di cirebon yg bagus?""",""
"https://www.google.com/maps/place/Percetakan+Al+-+Bahjah/data=!4m7!3m6!1s0x2e6f1d447597838b:0x5519244870ab07f9!8m2!3d-6.7414618!4d108.5457792!16s%2Fg%2F11nmn7pnjf!19sChIJi4OXdUQdby4R-QercEgkGVU?authuser=0&hl=id&rclk=1","Percetakan Al - Bahjah","3,5","(19)","Layanan cetak digital","·","·","Tutup","· Buka Sel pukul 08.00","Jl. Kanggraksan No.46","0877-7111-9995","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat Recomended untuk urusan cetak digital""",""
"https://www.google.com/maps/place/Kreatif+Copy+Center/data=!4m7!3m6!1s0x2e6ee24ba7f61373:0x5a83a110ad1af85b!8m2!3d-6.6896244!4d108.5499623!16s%2Fg%2F11bc7sx9r2!19sChIJcxP2p0vibi4RW_garRChg1o?authuser=0&hl=id&rclk=1","Kreatif Copy Center","4,0","(44)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Sunan Gn. Jati No.32","0813-2432-3804","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap, murah, ramah.""",""
"https://www.google.com/maps/place/Percetakan+Teguh+Gemilang+Cirebon/data=!4m7!3m6!1s0x2e6f1d92e9471da9:0x213cf3e2788779c3!8m2!3d-6.7398217!4d108.5481!16s%2Fg%2F11bwymr7wd!19sChIJqR1H6ZIdby4Rw3mHeOLzPCE?authuser=0&hl=id&rclk=1","Percetakan Teguh Gemilang Cirebon","4,1","(201)","Industri Percetakan","·","·","Tutup","· Buka Sel pukul 08.00","Jl. Kanggraksan No.8","(0231) 485847","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan yg ramah..ditambah.tenaga IT yg keren...""",""
"https://www.google.com/maps/place/Karunia+Rejeki+Photocopy+%26+Print/data=!4m7!3m6!1s0x2e6ee399a8be4fef:0xc0e2b87ae35f4f4!8m2!3d-6.7131458!4d108.5319236!16s%2Fg%2F11g2333_v9!19sChIJ70--qJnjbi4R9PQ1rocrDgw?authuser=0&hl=id&rclk=1","Karunia Rejeki Photocopy & Print","","","Toko Fotokopi","·","Jl. Sriwijaya 1 No.411","Buka","· Tutup pukul 21.00","·","0813-6365-9799","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Photo+Copy+Chaniago/data=!4m7!3m6!1s0x2e6f1f2147570bb3:0xf803088403fdf3e2!8m2!3d-6.7587147!4d108.4981584!16s%2Fg%2F11gr6hzrf9!19sChIJswtXRyEfby4R4vP9A4QIA_g?authuser=0&hl=id&rclk=1","Photo Copy Chaniago","3,0","(8)","Toko Alat Tulis Kantor","·","Jl. Pangeran Cakrabuana No.222","Buka","· Tutup pukul 22.00","·","0822-1988-8844","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya mantap""",""
"https://www.google.com/maps/place/Dua+Bintang+Studio/data=!4m7!3m6!1s0x2e6ee3c150493315:0xb41a871e6eb4d192!8m2!3d-6.725556!4d108.5266222!16s%2Fg%2F11lglx3r_h!19sChIJFTNJUMHjbi4RktG0bh6HGrQ?authuser=0&hl=id&rclk=1","Dua Bintang Studio","4,6","(205)","Toko Fotokopi","","·","Tutup","· Buka Sel pukul 09.00","","0831-8190-1499","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya sangat nyaman, ekonomis dan akses jalan yang mudah dijangkau""",""
"https://www.google.com/maps/place/fhoto+copy+alhesa/data=!4m7!3m6!1s0x2e6ee3328e0f5daf:0x6f81304da0b8389a!8m2!3d-6.706952!4d108.5506144!16s%2Fg%2F11qhg9nl_k!19sChIJr10PjjLjbi4Rmji4oE0wgW8?authuser=0&hl=id&rclk=1","fhoto copy alhesa","5,0","(1)","Toko Fotokopi","·","7HV2+669, Jl. Dr. Wahidin Sudirohusodo","Buka","· Tutup pukul 21.00","·","0823-9293-4707","","Rute","","",""
"https://www.google.com/maps/place/Amanah+Copy+Center/data=!4m7!3m6!1s0x2e6ee38320b6c35d:0x80917038ecef640c!8m2!3d-6.7218663!4d108.5375002!16s%2Fg%2F11k40jvxn3!19sChIJXcO2IIPjbi4RDGTv7DhwkYA?authuser=0&hl=id&rclk=1","Amanah Copy Center","5,0","(6)","Toko Fotokopi","·","Jl. Brigjend Dharsono No.12a","Tutup","· Buka Sel pukul 08.30","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, pelayanan ramah, dan pengerjaannya rapih..  👍""",""
"https://www.google.com/maps/place/Ujang+Photo+Copy/data=!4m7!3m6!1s0x2e6ee3c606df78fb:0xd7c4ad05496df245!8m2!3d-6.716417!4d108.549345!16s%2Fg%2F11gv28gv1b!19sChIJ-3jfBsbjbi4RRfJtSQWtxNc?authuser=0&hl=id&rclk=1","Ujang Photo Copy","","","Toko Fotokopi","·","Jl. Sutawinangun No. 42 Kel","Segera tutup","· 20.00 · Buka Sel pukul 07.00","·","0852-2497-1043","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Yasashi+potokopi+dan+percetakan/data=!4m7!3m6!1s0x2e6ee3003ad68d7d:0x282c4db752bd5287!8m2!3d-6.725144!4d108.5389558!16s%2Fg%2F11y3x_mlx7!19sChIJfY3WOgDjbi4Rh1K9UrdNLCg?authuser=0&hl=id&rclk=1","Yasashi potokopi dan percetakan","","","Toko Fotokopi","·","Jl. Brigjend Dharsono No.5","","","","","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Bagja+Fotocopy+%26+Percetakan/data=!4m7!3m6!1s0x2e6f1f0a7bf30a19:0x6e98bcfbf5762a21!8m2!3d-6.7682723!4d108.5112258!16s%2Fg%2F11q1r48hl8!19sChIJGQrzewofby4RISp29fu8mG4?authuser=0&hl=id&rclk=1","Bagja Fotocopy & Percetakan","5,0","(2)","Toko Percetakan","·","Jl. Cendana Raya","Buka","· Tutup pukul 21.00","·","0851-5686-7041","","Rute","","Ambil di toko",""
"https://www.google.com/maps/place/Artha+Burhana+Fotocopy/data=!4m7!3m6!1s0x2e6f1d8ef9b30ad3:0x9b7f70385137c51e!8m2!3d-6.737389!4d108.5515122!16s%2Fg%2F11c5_527pr!19sChIJ0wqz-Y4dby4RHsU3UThwf5s?authuser=0&hl=id&rclk=1","Artha Burhana Fotocopy","4,2","(18)","Toko Reparasi Mesin Fotokopi","·","Jl. Pangeran Drajat","Tutup","· Buka Sel pukul 08.00","·","0816-629-553","","Rute","","",""
"https://www.google.com/maps/place/Raja+Digital+Printing/data=!4m7!3m6!1s0x2e6f1dbdf9558d37:0x80d77ec66a405b61!8m2!3d-6.7404199!4d108.5472524!16s%2Fg%2F11vzs0_vfs!19sChIJN41V-b0dby4RYVtAasZ-14A?authuser=0&hl=id&rclk=1","Raja Digital Printing","5,0","(4)","Layanan cetak digital","·","Jl. Kanggraksan No.20, RT.01/RW.01","Tutup","· Buka Sel pukul 09.00","·","0823-3929-1212","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kualitas terbaiks.. pengerjaan cepat
Rcommended !""",""
"https://www.google.com/maps/place/CHANIAGO+FOTO+COPY+CENTRE/data=!4m7!3m6!1s0x2e6ee3091811fae5:0x2630d5e2970fb107!8m2!3d-6.7244555!4d108.5740063!16s%2Fg%2F11gjjc1w94!19sChIJ5foRGAnjbi4RB7EPl-LVMCY?authuser=0&hl=id&rclk=1","CHANIAGO FOTO COPY CENTRE","2,1","(19)","Toko Fotokopi","·","Jl. Yos Sudarso Jl. Kasepuhan No.64","Buka","· Tutup pukul 22.00","·","0852-2133-0568","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap ada cetak photo""",""
"https://www.google.com/maps/place/ERA+DIGITAL+CIREBON/data=!4m7!3m6!1s0x2e6f1d92c6d260a7:0xb0c85579751540d3!8m2!3d-6.739652!4d108.54752!16s%2Fg%2F11t9wsb3cq!19sChIJp2DSxpIdby4R00AVdXlVyLA?authuser=0&hl=id&rclk=1","ERA DIGITAL CIREBON","3,0","(14)","Layanan cetak digital","·","Jl. Brigjen Darsono","Tutup","· Buka Sel pukul 08.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas lengkap, bisa print A3, plat dan spanduk""",""
"https://www.google.com/maps/place/Fotokopi+ahmad/data=!4m7!3m6!1s0x2e6f1d242e64b737:0xf06320fbe9d72bc8!8m2!3d-6.7531517!4d108.5383975!16s%2Fg%2F11g2s0ypv4!19sChIJN7dkLiQdby4RyCvX6fsgY_A?authuser=0&hl=id&rclk=1","Fotokopi ahmad","","","Toko Fotokopi","·","6GWQ+P9J, Jl. Jenderal Sudirman","Tutup","· Buka Sel pukul 09.00","·","0812-1817-9032","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Alan+Digital+Copier/data=!4m7!3m6!1s0x2e6f1e6e12fd980d:0x74e009f82509f883!8m2!3d-6.7586863!4d108.4892493!16s%2Fg%2F11gg9h3cky!19sChIJDZj9Em4eby4Rg_gJJfgJ4HQ?authuser=0&hl=id&rclk=1","Alan Digital Copier","4,9","(10)","Toko Fotokopi","·","·","Buka","· Tutup pukul 02.00","Jl. Pangeran Cakrabuana No.8","0813-2425-5402","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah murah cuyyy ATK nya...""",""
"https://www.google.com/maps/place/Fotocopy+Serba+Bisa/data=!4m7!3m6!1s0x2e6ee1da249b190f:0x1d160d9ae5c66a69!8m2!3d-6.7238644!4d108.4715479!16s%2Fg%2F11yd9spm59!19sChIJDxmbJNrhbi4RaWrG5ZoNFh0?authuser=0&hl=id&rclk=1","Fotocopy Serba Bisa","5,0","(18)","Toko Percetakan","·","Jl. Mertabasah","Buka","· Tutup pukul 22.00","·","0813-2151-7492","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""murah' banget brang yang ada ditoko ini , fc nya juga murah cuman 1.000""",""
"https://www.google.com/maps/place/PRINTDIGO/data=!4m7!3m6!1s0x2e6f1d9328452995:0x393a9bca038178c8!8m2!3d-6.7407733!4d108.546958!16s%2Fg%2F11bzrq572n!19sChIJlSlFKJMdby4RyHiBA8qbOjk?authuser=0&hl=id&rclk=1","PRINTDIGO","","","Layanan cetak digital","·","Jl. Kanggraksan, RT.01/RW.01","Tutup","· Buka Sel pukul 08.00","·","0813-1235-6660","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/PT.+Aufa+Jaya+Indonesia+Cabang+Cirebon+%28+Importir+Mesin+Fotocopy+%29/data=!4m7!3m6!1s0x2e6f1dfd41396de1:0x462c8e243d54c214!8m2!3d-6.7634427!4d108.5322847!16s%2Fg%2F11s43fd9gr!19sChIJ4W05Qf0dby4RFMJUPSSOLEY?authuser=0&hl=id&rclk=1","PT. Aufa Jaya Indonesia Cabang Cirebon ( Importir Mesin Fotocopy )","4,9","(24)","Pemasok peralatan percetakan","·","Ciperna, Kec. Talun, Kabupaten Cirebon, Perumahan Taman Kota No.01 Blok C05","Tutup","· Buka Sel pukul 08.00","·","0821-2360-7290","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast respon jika ada kendala dan langsung datang untuk ngecek mesin fc.""",""
"https://www.google.com/maps/place/Istiqomah+Fotokopi/data=!4m7!3m6!1s0x2e6f1f218dd88e1d:0xc26111f9cb1204ca!8m2!3d-6.7559222!4d108.5094373!16s%2Fg%2F11f7mvttp3!19sChIJHY7YjSEfby4RygQSy_kRYcI?authuser=0&hl=id&rclk=1","Istiqomah Fotokopi","","","Toko Fotokopi","·","Jl. Pangeran Cakrabuana No.5","Buka","· Tutup pukul 21.00","·","0812-2228-2301","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Rayyan+Foto+Copy/data=!4m7!3m6!1s0x2e6f1f2d0f5923b5:0x557268d076a05db1!8m2!3d-6.768267!4d108.5067727!16s%2Fg%2F11p5tddp9c!19sChIJtSNZDy0fby4RsV2gdtBoclU?authuser=0&hl=id&rclk=1","Rayyan Foto Copy","5,0","(4)","Toko Fotokopi","·","Jl. Ir. Soekarno","Buka","· Tutup pukul 04.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""emang buka 24jam??""",""
"https://www.google.com/maps/place/ANA+FOTOCOPY/data=!4m7!3m6!1s0x2e6f1d26f81f2677:0x501e0e82acf2291c!8m2!3d-6.731586!4d108.5777223!16s%2Fg%2F11pdpsgz98!19sChIJdyYf-CYdby4RHCnyrIIOHlA?authuser=0&hl=id&rclk=1","ANA FOTOCOPY","5,0","(1)","Toko Buku","·","7H9H+94C","Buka","· Tutup pukul 21.00","","","","Rute","","",""
"https://www.google.com/maps/place/Pesona+Copy+Centre/data=!4m7!3m6!1s0x2e6f1e4608ccdb83:0xe20e5a9c14ecb7d3!8m2!3d-6.7556424!4d108.4877904!16s%2Fg%2F11bzrp1vv4!19sChIJg9vMCEYeby4R07fsFJxaDuI?authuser=0&hl=id&rclk=1","Pesona Copy Centre","5,0","(7)","Toko Fotokopi","·","Jl. Fatahillah","Buka","· Tutup pukul 21.00","·","0813-2442-3435","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perkerjaan nya rapi, tepat waktu dan murah""",""
"https://www.google.com/maps/place/Photo+Copy+Setia+Kawan/data=!4m7!3m6!1s0x2e6f1f4d334e7dd5:0xafb7e02d44e4d80c!8m2!3d-6.757831!4d108.4875404!16s%2Fg%2F11g1vf572w!19sChIJ1X1OM00fby4RDNjkRC3gt68?authuser=0&hl=id&rclk=1","Photo Copy Setia Kawan","5,0","(1)","Toko Fotokopi","·","Jl. Fatahillah No.22","Buka","· Tutup pukul 21.00","·","0895-6300-08439","","Rute","","",""
"https://www.google.com/maps/place/FOTOCOPY+DEPAN+SMAN+8+CIREBON/data=!4m7!3m6!1s0x2e6f1dc8d7d41b37:0x9feefccf28d3cc5a!8m2!3d-6.7323925!4d108.5716816!16s%2Fg%2F11tr_jykl9!19sChIJNxvU18gdby4RWszTKM_87p8?authuser=0&hl=id&rclk=1","FOTOCOPY DEPAN SMAN 8 CIREBON","5,0","(2)","Toko Fotokopi","·","Jl. Pegajahan No.14-10","Segera tutup","· 20.00 · Buka Sel pukul 07.30","·","0882-0000-92344","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Om nya ramah 👍👍👍👍
Serba gercep...
Sukses om komeng""",""
"https://www.google.com/maps/place/Hudy+print+Sablon+%26+Percetakan/data=!4m7!3m6!1s0x2e6f1d8f95a11ed3:0xa9cdd66a61c75fac!8m2!3d-6.7367141!4d108.5567081!16s%2Fg%2F11f3xgs0c8!19sChIJ0x6hlY8dby4RrF_HYWrWzak?authuser=0&hl=id&rclk=1","Hudy print Sablon & Percetakan","4,8","(4)","Percetakan Komersial","·","7H74+8M8, Jl. Dukuh Semar, RT.01/RW.03","Segera tutup","· 20.00 · Buka Sel pukul 09.00","·","0895-0548-2058","","Rute","","",""
"https://www.google.com/maps/place/Rudi+Photocopy/data=!4m7!3m6!1s0x2e6f1f3e5b2b6441:0x69ab9a7c9995b539!8m2!3d-6.7445726!4d108.4914982!16s%2Fg%2F11h00d2xsb!19sChIJQWQrWz4fby4RObWVmXyaq2k?authuser=0&hl=id&rclk=1","Rudi Photocopy","4,0","(2)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Dekat kampus UMC, Jl. Fatahillah No.33","0857-9542-5701","","Rute","","Layanan di tempat",""
"https://www.google.com/maps/place/Ghizar+velly/data=!4m7!3m6!1s0x2e6f1de286e05def:0x9ba4a7454b487df3!8m2!3d-6.7483804!4d108.5472577!16s%2Fg%2F11lzwj28jn!19sChIJ713ghuIdby4R831IS0WnpJs?authuser=0&hl=id&rclk=1","Ghizar velly","","","Layanan cetak digital","·","Jl. Angkasa Raya Gg. Langgar, RT.03/RW.03","","","","0877-9733-8695","","Situs Web","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Studio+49+Ciperna+Cirebon/data=!4m7!3m6!1s0x2e6f1dd1195e0cf7:0x468979966695cbbb!8m2!3d-6.7622593!4d108.5304778!16s%2Fg%2F1hm30m3s3!19sChIJ9wxeGdEdby4Ru8uVZpZ5iUY?authuser=0&hl=id&rclk=1","Studio 49 Ciperna Cirebon","4,9","(78)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Jenderal Sudirman No.49","0812-2922-2527","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Room nya lumayan luas jd bisa bwt doto2 dan bikin video.""",""
"https://www.google.com/maps/place/CV.+Annur+CRB/data=!4m7!3m6!1s0x2e6f1d92c32df05b:0xd009ee962854c556!8m2!3d-6.7400969!4d108.5476604!16s%2Fg%2F11r8d_ry9!19sChIJW_Atw5Idby4RVsVUKJbuCdA?authuser=0&hl=id&rclk=1","CV. Annur CRB","4,5","(6)","Layanan cetak digital","·","·","Tutup","· Buka Sel pukul 08.00","Jl. Kanggraksan","(0231) 484188","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Order puas dalam pelayanan""",""
"https://www.google.com/maps/place/Digital+printing+core/data=!4m7!3m6!1s0x2e6f1d7bc43b141d:0xa92423b195502073!8m2!3d-6.729372!4d108.5452724!16s%2Fg%2F11g18thb3n!19sChIJHRQ7xHsdby4RcyBQlbEjJKk?authuser=0&hl=id&rclk=1","Digital printing core","","","Layanan cetak digital","·","Samping Kampus Unswagati, Jl. Pemuda Raya No.34","Tutup","· Buka Sel pukul 09.00","·","0811-202-617","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Photo+Copy/data=!4m7!3m6!1s0x2e6f1d3d6e8f228d:0xeed90233092d84e!8m2!3d-6.7284895!4d108.5529033!16s%2Fg%2F11gv0v7mp9!19sChIJjSKPbj0dby4RTtiSMCOQ7Q4?authuser=0&hl=id&rclk=1","Photo Copy","","","Toko Fotokopi","·","7HC3+J52, Jl. Dr. Setiabudi","Tutup","· Buka Sel pukul 08.00","·","0896-6514-0054","","Rute","","","Tidak ada ulasan"
