"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/e%2Be+coffee+%26+kitchen+FEB+UI/data=!4m7!3m6!1s0x2e69ed0aabe00e2f:0xadb5b717c9cbd42a!8m2!3d-6.3619375!4d106.8263125!16s%2Fg%2F11y4q3tq95!19sChIJLw7gqwrtaS4RKtTLyRe3ta0?authuser=0&hl=id&rclk=1","e+e coffee & kitchen FEB UI","4,1","(38)","·","Rp 50–75 rb","Kedai Kopi","·","","JRQG+6GW Kantin FEB UI","","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcLHxCJqRgWpJ1tb9eDb8swseb8Hy-O2Rn_sGkItqeYCsB3-33s5kMfv3TFYnlSK1QyBVh0Thgfbjor-p0SPT17joyQNxkesbSUTDIKCA65LvWRB1sOqmvrSs-3KORjvi9S9rtLdFvKDGU=w134-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Friendly staff, tempatnya nyaman dan enak, delicious food & drink.""","","",""
"https://www.google.com/maps/place/Meneed+Coffee/data=!4m7!3m6!1s0x2e69ed8b9eb720dd:0xfb938c80cff87f85!8m2!3d-6.3540236!4d106.8374889!16s%2Fg%2F11j0z2_52v!19sChIJ3SC3novtaS4RhX_4z4CMk_s?authuser=0&hl=id&rclk=1","Meneed Coffee","4,6","(267)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Jl. Akses UI No.8, RW.1","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZ95ih3SXM4zHMVgSWmLgZQc6RSVDia2u68U4LXPCfAKrXCwilFITOPRhZ_VQ7PgW9LHieY7PmjCvl8qZCRj4RdEr1y9_1VmnW8VFm7wp2Abp56vxUpub0kKDNmPYE4LQzac4=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suprisingly harganya murah utk kopi sekelas itu.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqMHoyXzUydhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3az4aeuTGc-MseMPnJTl0Ak&ei=3az4aeuTGc-MseMPnJTl0Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Kenangan+-+Kukusan+UI+Depok/data=!4m7!3m6!1s0x2e69efb2dbfca94d:0x98543f8250957ecd!8m2!3d-6.3600101!4d106.8168884!16s%2Fg%2F11wmy075jm!19sChIJTan827LvaS4RzX6VUII_VJg?authuser=0&hl=id&rclk=1","Kopi Kenangan - Kukusan UI Depok","4,7","(123)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. K.H.M. Usman, RT.1/RW.04","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTQBFuRnENYxb8DA6wrvRvE59eFGBGaZPU8fnp9wHZBEcRTs8Gz-inJPZsOEYy-BJe1jJXZjti5SN3b9VQMAuIFgkaOt3MwwFwSfiQAiRblkbkYKaWC9kqIj5yfgTe4Wir0eAtmd73W94=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak sperti biasa dan roti serta ayamnya mantul.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3bXkwNzVqbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3az4aeuTGc-MseMPnJTl0Ak&ei=3az4aeuTGc-MseMPnJTl0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Catering+Codajie+by+Warung+Aujun/data=!4m7!3m6!1s0x2e69ed94e2488585:0x104d43b73196896f!8m2!3d-6.358071!4d106.8329396!16s%2Fg%2F11h51jxsps!19sChIJhYVI4pTtaS4Rb4mWMbdDTRA?authuser=0&hl=id&rclk=1","Catering Codajie by Warung Aujun","4,7","(90)","","","Kedai Kopi","·","","Jl. Salak No.2, RT.1/RW.6","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjtF0yU0-sy8de1c4uurZfd_QAN8QM4-W7H6UGo-NT73CQv_A3xkY1UB3gpwUbvLiM2XZjpzMyd-SFYrHsly74aSEGz4BTZIg25QPdGLgZV172wsC3G_ARkrQAWMaA94jCwsV8vQ=w122-h92-k-no","","Makan di tempat","","",""
"https://www.google.com/maps/place/Kopi+Kenangan+-+Universitas+Indonesia/data=!4m7!3m6!1s0x2e69ede45d58fb49:0x21554697b3fe24f!8m2!3d-6.361485!4d106.8254019!16s%2Fg%2F11j37617g1!19sChIJSftYXeTtaS4RT-I_e2lUFQI?authuser=0&hl=id&rclk=1","Kopi Kenangan - Universitas Indonesia","4,0","(69)","·","Rp 25–50 rb","Kedai Kopi","·","","Universitas Indonesia, Universitas Indonesia, Lantai 1, Gedung Pascasarjana Fakultas Ekonomi dan, Bisnis, Jl. Prof. DR. Sumitro Djojohadikusumo Kampus","","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg-xhpt2u-cTTSrBu772on_et11vACVZk6MB_MHFE7eGAso6LHIilxOTXVehgmMcWXmPSrCUywkzHLDHbrquBMm5RrQ26Lj2WGmlt7HhhGIGbOpXf3WPQaT13UShVBPFJlUjeQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menyediakan aneka es kopi gula aren & roti2.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqMzc2MTdnMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3az4aeuTGc-MseMPnJTl0Ak&ei=3az4aeuTGc-MseMPnJTl0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Brumbun/data=!4m7!3m6!1s0x2e69ef87f4f99def:0xb68d64715f3eceb6!8m2!3d-6.3709774!4d106.8157202!16s%2Fg%2F11j5l61y44!19sChIJ75359IfvaS4Rts4-X3FkjbY?authuser=0&hl=id&rclk=1","Kopi Brumbun","4,5","(774)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Jl. Pipa Gas No.8","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkMPDx1IWhOyhbp1OgzjQfswjpUcqUf2-50h60Aq6mLYRTNQEuE24uVjao876WbKjiJ7Aos9xx4C7VC7_zLxLyv57B8-m0LwBD3psTvOG25DOIC_0EOoKR1BTbmMW89OdSbpOU5Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""For food, yg paling dicari orang adalah Sop Iga dan Mie Ayamnya.""","","",""
"https://www.google.com/maps/place/Kopi+Konnichiwa+Beji+Depok/data=!4m7!3m6!1s0x2e69ed3bbd50526f:0x68ce61b7c1863a6c!8m2!3d-6.3605523!4d106.8219413!16s%2Fg%2F11jt1f3kdk!19sChIJb1JQvTvtaS4RbDqGwbdhzmg?authuser=0&hl=id&rclk=1","Kopi Konnichiwa Beji Depok","4,6","(73)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. H. Amat No.16","","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWUhl16YHBBdpTvzlx3LfUwxfNDCANX_UX45meR2aFHbUMBnojrrO0DuxHtffWpcqYM_YR-AY68ogJCiaXtJ6JD1snnovWRHdqTBY-umLMJCQBZEbmOwpcQIOzBYw2p9BQE2QJIQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak, tempatnya unik, pelayanannya juga baik dan cepat.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqdDFmM2tkaxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3az4aeuTGc-MseMPnJTl0Ak&ei=3az4aeuTGc-MseMPnJTl0Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Kenangan+-+FMIPA+UI/data=!4m7!3m6!1s0x2e69ed5a9f0f3591:0x86e009840acd051d!8m2!3d-6.3697809!4d106.8273932!16s%2Fg%2F11vm7sv4xb!19sChIJkTUPn1rtaS4RHQXNCoQJ4IY?authuser=0&hl=id&rclk=1","Kopi Kenangan - FMIPA UI","4,8","(14)","·","Rp 25–50 rb","Kedai Kopi","·","","Universitas Indonesia, Komplek Fakultas Mipa Jl. Prof. DR. Sudjono D. Pusponegoro","","Segera tutup","· 22.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFffyTEuI-JzbaefgFjIC-IKmXxeGiPTL_rOALf9aAiLDr6jyjPGFkeZDWNsz7cmE-ct9VEs6zjwtxV9NFk8OhD_N7yvMub3hdkTIYbb2AMWMgPePiVwj51-6TLcWnPf0zbRbbiQQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cepat, lokasi agak panas karena minim atap.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2bTdzdjR4YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3az4aeuTGc-MseMPnJTl0Ak&ei=3az4aeuTGc-MseMPnJTl0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/WARBAL/data=!4m7!3m6!1s0x2e69ec1fb77c127d:0x366193f55eaa7e5d!8m2!3d-6.362594!4d106.819525!16s%2Fg%2F11c83tdz0f!19sChIJfRJ8tx_saS4RXX6qXvWTYTY?authuser=0&hl=id&rclk=1","WARBAL","4,7","(289)","·","Rp 1–25.000","Kedai Kopi","·","","·","Jl. Madrasah No.34","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvVX5Fw4l_wyGPbGGC2jHVq4843FFIurchIY3tdX7jYdsFoax9dud6RFaxxzoolivCa5ohOy1tTAvanHvQ0xvtgM7LYBFHOilt7wSKeQr4ze4f74bZJB2RGKV23RztXfyqgha7=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya pw bgt,makanan jg enak paling recommend nasi teriyaki""","","",""
"https://www.google.com/maps/place/Green+T/data=!4m7!3m6!1s0x2e69ec39b2b73ff9:0x34d6e0170f0b023c!8m2!3d-6.3652436!4d106.8296519!16s%2Fg%2F11bzy81p72!19sChIJ-T-3sjnsaS4RPAILDxfg1jQ?authuser=0&hl=id&rclk=1","Green T","4,2","(28)","","","Kafe","·","","JRMH+WV2, Main Library, Universitas Indonesia, Kampus UI","","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjqgPh8Oeb_-cY4QsqoJ9wQPbccy1Hpbe3jVgyQB9w_LBTO_KZGrpe0M2BL_iPnWbd81aN777n_gnOIE0s8KMNdOtV0B75Y6JboCSuqGfJD89xH-YeyfarwjK6OYuIqQG-KOYrSA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pilihan menunya ada aneka kopi dan teh, murah meriah untuk minuman.""","","",""
"https://www.google.com/maps/place/Kotak+Coffee+@Depok/data=!4m7!3m6!1s0x2e69edcd47c52d19:0x927690baf54f75aa!8m2!3d-6.3618738!4d106.8337895!16s%2Fg%2F11r7xvsnnd!19sChIJGS3FR83taS4RqnVP9bqQdpI?authuser=0&hl=id&rclk=1","Kotak Coffee @Depok","4,5","(1.109)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Margonda No.488","","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHH9ACTw-SYcLJ7xxDVliq1Y-HHt9KtApDbwT7FcelS-BQDLQHEvWrgGuAK9d1Ml4UNFz2eh_zqKHWC-HmX5Z1SP5Enu28-kCXn-epCLO_U5PrXnh_rCp_T1ZRKVB0cufz73wHN=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, vibesnya juga enak, luas n terbuka""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyN3h2c25uZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3az4aeuTGc-MseMPnJTl0Ak&ei=3az4aeuTGc-MseMPnJTl0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/MAXX+Coffee/data=!4m7!3m6!1s0x2e69ed1ea015e60d:0x44ae7825356cbeb7!8m2!3d-6.362537!4d106.8299184!16s%2Fg%2F11fq5chs0z!19sChIJDeYVoB7taS4Rt75sNSV4rkQ?authuser=0&hl=id&rclk=1","MAXX Coffee","4,7","(248)","·","Rp 50–75 rb","Kedai Kopi","·","","Universitas Indonesia (Mochtar Riyadi Building, Jl. Margonda","","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEz6iSpbEbIPju92FVkkOA63OtfID9jNnD9mFa_p9H5Rf0QvAPn7U39w6Mv11YFmhm8aJhpUe674RZtYzH4sIGd0IS7ZnFmKla2o5ietJ7x_Kopx4mP79jM_fCf_o9kr041K6-U=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, suasanya mendukung buat ngerjain tugas atau wfc""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcTVjaHMwehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3az4aeuTGc-MseMPnJTl0Ak&ei=3az4aeuTGc-MseMPnJTl0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Gaspol/data=!4m7!3m6!1s0x2e69ed003084f42b:0x708ddbddd23ab820!8m2!3d-6.3555575!4d106.8515953!16s%2Fg%2F11z1x9j9lz!19sChIJK_SEMADtaS4RILg60t3bjXA?authuser=0&hl=id&rclk=1","Kopi Gaspol","5,0","(37)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Akses UI No.50","","Buka","· Tutup pukul 23.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMUJ7j4Nz9fB2pR6Sc-gejfMMJI4BRHqV7AEzbJCL41YUrPDdMQtxjOFu5DdlWgSjVaXR8TUSzIBS72YWXN1_gbjQ0wRS1uxG-e8KyD3r69ZmXXdNEO002ifGFnKvGRcLH4XCRCvC9kTDq=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi nya enak, light, harganya murah worth it!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF6MXg5ajlsehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=5Kz4afQI8qCd6w-fr_-oDg&ei=5Kz4afQI8qCd6w-fr_-oDg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/KopiSastra+FIB+UI/data=!4m7!3m6!1s0x2e69ed33d3d0fb7b:0xca4c739d24bed4ce!8m2!3d-6.36263!4d106.8276958!16s%2Fg%2F11h91q2b6n!19sChIJe_vQ0zPtaS4RztS-JJ1zTMo?authuser=0&hl=id&rclk=1","KopiSastra FIB UI","4,8","(11)","·","Rp 25–50 rb","Kafe","·","","JRPH+W3W","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHge-G3ZugC5YLKzVTujGh9qqSP8EU4aqJ-KSGHqu7GFiFURzv-txhrrV5OyXSAdgJyZ-YDeFyFoDGp0WcmIEjXCLc7QVWNTrvI7n7ldDe3mXQukJic71m8kNnY9oeFt6Jv5QJ7=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak tempatnya dan harganya murah 👌""","","",""
