"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6","M4A5Cf"
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e69e92439f0d237:0xf7b8af101e0ce693!8m2!3d-6.3961107!4d106.777675!16s%2Fg%2F11f316rf8x!19sChIJN9LwOSTpaS4Rk-YMHhCvuPc?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","4,5","(219)","·","Rp 1–25.000","Tegal","·","·","Segera tutup","· 22.45 · Buka Sel pukul 05.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaWV-1j6MZ9l3znErpphLypzJymul6RS8-Z-LRxXHPcVslGTtvDy2cq1ES8yeg50SGSHTcbLhvwKxnxX6t7JmpjxdJAesVHehn6INbHozUcC4_DL3-s99--JgpnMGJj94lxCCp=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makan di","warteg","ini bikin ketagihan.""","","JQ3H+H33, Jl. Raya Sawangan Depok",""
"https://www.google.com/maps/place/Warteg+Ananda/data=!4m7!3m6!1s0x2e69e9479c5a0d93:0x7540e3174960d877!8m2!3d-6.3945433!4d106.7951906!16s%2Fg%2F11f2vb7nnx!19sChIJkw1anEfpaS4Rd9hgSRfjQHU?authuser=0&hl=id&rclk=1","Warteg Ananda","4,3","(93)","·","$","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFHdOBcYy39ogWY0x9_K5u7jedimO3b89J3CFRHVuECBKvGplc_UjergHS2TgE3O8qC9hTD1BggmB45nBZ3Oku_E03lTw0Gz5FHX2fL6exLKwylrASugYxIegPOnFnSWe4ALr1=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga makanan ramah di kantong serta pelayanannya yang cukup baik""","","","","Jl. Raya Sawangan No.18",""
"https://www.google.com/maps/place/Warteg+nur+jaya/data=!4m7!3m6!1s0x2e69ec041e15b4ad:0x12a7372217d212ee!8m2!3d-6.375763!4d106.8249607!16s%2Fg%2F11bz_22nxr!19sChIJrbQVHgTsaS4R7hLSFyI3pxI?authuser=0&hl=id&rclk=1","Warteg nur jaya","4,3","(9)","","","Tegal","·","·","Tutup","· Buka Sel pukul 08.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGR31Pacu0NbwT4Y3W0Crsm_2jDWnU_pDL2wBGG-2va-EZh9inmXb6noXjj_AJfODX_y3IkReADeiR_8oFpru_-TZnPgwMt2xlqjFdx9lE2wXPanKiS7WYRXuchH3hMSUa3AXCxeQtpzn4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pokoke mantap....""","","","","JRFF+MXW, Jl. Walet",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e69eb70814c8bc1:0x5ba494c8b16c7a57!8m2!3d-6.3898903!4d106.8735866!16s%2Fg%2F11htv2sngc!19sChIJwYtMgXDraS4RV3pssciUpFs?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","4,6","(52)","·","Rp 1–25.000","Tegal","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFly6T-gjO3pr2N3_S5fn5hbtqj47YXdKajbsL68SBcBBsXnjJVZx4nIGIZ_t-mteYq4Lk_opKuy3lceDnIM0aEcYBPSSxGyZPo9Djc4CT_O_L3QPwZ6vnTjZLUd6gF9wgwEYTA7A=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan","warteg","ya comfort food lah.""","","JV6F+2CW, Jl. Pekapuran",""
"https://www.google.com/maps/place/Warteg+kharisma+bahari/data=!4m7!3m6!1s0x2e69e9ef070b8b53:0x82a14d44216a36ea!8m2!3d-6.3954459!4d106.8140343!16s%2Fg%2F11flc1bh19!19sChIJU4sLB-_paS4R6jZqIURNoYI?authuser=0&hl=id&rclk=1","Warteg kharisma bahari","3,7","(34)","","","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQokZq563R4FZfXQ-kPu4qGP-IG57hx59-GYvfKMwEvyOt_wrhRFXlzsklr0TdtfhrpPX4fwFJc3V4SxspIMvJDl2G0fr7qsolpHCj2P4_Dm7t_81bkX4csVPDuAHGn_KK_tWt=w102-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Soal rasa, ini","warteg","juara.""","","Jl. Nusantara Raya No.316",""
"https://www.google.com/maps/place/Warteg+Sari+Asih/data=!4m7!3m6!1s0x2e69ec9f691c28c3:0xfe20559c72dffaf0!8m2!3d-6.3753223!4d106.8871445!16s%2Fg%2F1pzvqxc17!19sChIJwygcaZ_saS4R8PrfcpxVIP4?authuser=0&hl=id&rclk=1","Warteg Sari Asih","4,9","(16)","","","Tegal","·","Jl. Putri Tunggal No.62 2, RT.2/RW.3","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGM7SFjwxbLlSs6pVNkQLbgacpdFke9KIdXMxp5l2wKbnsQHRw6U8qrW_87nopZyK9q7AKS5xBUFjHMpNOn1oFl78IkCOzwigJwUge9v1utI5pfv-yVtkkWQ4YtFGoZbbrpuKPU=w124-h92-k-no","","Makan di tempat","Bawa pulang","","","","·"
"https://www.google.com/maps/place/Warteg+Cipta+Rasa/data=!4m7!3m6!1s0x2e69e97db69aa62b:0x3fd9ca6aa9b1b79d!8m2!3d-6.4156711!4d106.815302!16s%2Fg%2F1q62hzk72!19sChIJK6aatn3paS4RnbexqWrK2T8?authuser=0&hl=id&rclk=1","Warteg Cipta Rasa","4,2","(58)","","","Jawa","·","Jl. Raya Citayam","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLKxFOBCn_iHj1GId2qm-0Hz1_C0excEnTV74cgmvaqI4lBFRJyLijAYTOU3rsCVf7BjoYUF6UygZsWHKDmdcDIgcPFfnQubDGqOMXGlu8bhCfOWZgZuREspBtHWWPgQYJBOPy=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak-enak banyak pilihannya murah juga 👍👍👍""","","","","",""
"https://www.google.com/maps/place/Warteg+Bahari+Bayu+Berkah/data=!4m7!3m6!1s0x2e69eb1272f68043:0xaf2e25e174314dca!8m2!3d-6.3888054!4d106.8801691!16s%2Fg%2F11k_xwkrch!19sChIJQ4D2chLraS4Ryk0xdOElLq8?authuser=0&hl=id&rclk=1","Warteg Bahari Bayu Berkah","4,9","(27)","","","Tegal","","","Tutup","· Buka Sel pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGv2lOBySDz56icUNGatVUf6cihp9fyOjwb6uEuNciBusWM_SDxUmM70Ru8cHIIaWM6IhXEU3Pot8kn-f3m3ZdawbGf1G9lJzbibwO3hmb8x4nrBm8bR22ByAOxRQjs1fQXMogypw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakannya enak pas banget sama lidah, soto, teri nya the best lah""","","","","",""
"https://www.google.com/maps/place/Warteg+Annisa/data=!4m7!3m6!1s0x2e69ed777a375d6d:0x32c7efb5e36d7bec!8m2!3d-6.3519838!4d106.8408382!16s%2Fg%2F11g230dy75!19sChIJbV03enftaS4R7Htt47XvxzI?authuser=0&hl=id&rclk=1","Warteg Annisa","4,9","(7)","","","Tegal","·","·","Tutup","· Buka Sel pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4J3EDIzU95iKXOJJiO42SFwe2YjnYsqvUvwUtjXGZiimUGqcIooQO8OJgy9ECt_waq2w5sgTtE0P17dex2hqobtCm30PEKTjCHU84aKvQ-ZTMcjr922Ocu-AydhUQD94XdUHq=w163-h92-k-no","","Makan di tempat","Bawa pulang","","","JRXR+684, Jl. Lembah","·"
"https://www.google.com/maps/place/Warteg+Pelangi/data=!4m7!3m6!1s0x2e69eb9226a63aab:0xbb67efafde392ee4!8m2!3d-6.3921146!4d106.8469833!16s%2Fg%2F1hm2_k7jr!19sChIJqzqmJpLraS4R5C453q_vZ7s?authuser=0&hl=id&rclk=1","Warteg Pelangi","4,3","(27)","","","Tegal","·","JR5W+5Q5, Jl. Proklamasi","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHl2_k1Hfc4UfGM0izDYXqddarwz3ZBleJIVb9OKyXUZUvYiEzZwBnPwDJxsO_Aj3hz2yeg_PrpFFjQkAWYN1m0q6gEYyUnV21Q28vv5Ufn__wsSslHeWZ_eM_r01ElGLYsr0dLDMv7ogr_9VCaf2X5UEDdnaVPUxIdPmlyDfSP11z_eVkSniGwIHZXZvlERhB5Jow=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cepat dan ramah""","","","","",""
"https://www.google.com/maps/place/WARTEG+BORU+NA+BAGAK/data=!4m7!3m6!1s0x2e69ed004dbae677:0x58b861bb9c536f7e!8m2!3d-6.3547931!4d106.8469452!16s%2Fg%2F11y6gj2g7z!19sChIJd-a6TQDtaS4Rfm9TnLthuFg?authuser=0&hl=id&rclk=1","WARTEG BORU NA BAGAK","","","","","Dapur Umum","·","JRWW+3QP, Jl. Akses UI","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q5G-bdkXyAV_FTperYaSOA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=357.87073&pitch=0&thumbfov=100","","","","","","",""
"https://www.google.com/maps/place/Gubug+Makan+Mang+Engking/data=!4m7!3m6!1s0x2e69ec306e509193:0x25a371469eb859e9!8m2!3d-6.3492789!4d106.8315848!16s%2Fg%2F1tdhwjp8!19sChIJk5FQbjDsaS4R6Vm4nkZxoyU?authuser=0&hl=id&rclk=1","Gubug Makan Mang Engking","4,5","(6.748)","·","$$","Hidangan Laut","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWU47zOZaO_x19UVyk4g9l-3U7i7VpSLLUH4A49TjNKDathFD3y1XUpTYIrIXtdL1wHbh8obn1oHQ0v9xC8bkbeRkqgUZmxZ27XzY9Rj2AtWETkdx73VN8hx2nkHh6xA7L9oeQ=w203-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya datang ga terlalu lama, mba nya juga sangat cekatan.""","","","","Lingkar Utara, RW.3",""
"https://www.google.com/maps/place/WARTEG+JAYA+BAHARI+JATI+JAJAR+DEPOK/data=!4m7!3m6!1s0x2e69eb000f2c7521:0x22519cd8825c611f!8m2!3d-6.4104619!4d106.8623946!16s%2Fg%2F11ysc1sxbj!19sChIJIXUsDwDraS4RH2FcgticUSI?authuser=0&hl=id&rclk=1","WARTEG JAYA BAHARI JATI JAJAR DEPOK","5,0","(1)","","","Tegal","·","HVQ7+J77, Jl. Swadaya I","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtXcpOVJn_yVh_gN1j4ZfQRxryE1hexV364evSZ3K1gpk7rBScqn7OyT6Mnl-PFesf2b0bvDFH-Kt_JTKFIfTf_niMSA6DVc0fogcskYqq9T0NtwIrKmSl6mCwHt-jJROY8t080wXEf8uV=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","·"
"https://www.google.com/maps/place/Warteg+Kompos/data=!4m7!3m6!1s0x2e69edcca9d60d7d:0x5d1704328541c2b5!8m2!3d-6.3392056!4d106.8354277!16s%2Fg%2F11cm04v3rk!19sChIJfQ3WqcztaS4RtcJBhTIEF10?authuser=0&hl=id&rclk=1","Warteg Kompos","4,6","(65)","·","Rp 1–25.000","Tegal","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmb1L3ntZBgnLGmYBRSig5IPg-sSeMLd0nPo2eyqRAxKWwvckuqNzRkKZYiNkdbdDrTaJMzo7SfwK0DuXPoPpgvJFHOfHLiU8DPfX9_8QJVrqzlOT4a4Yctx0Dh7PAZDag18A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sudah terkenal nama wartegnya, dijamin wuenak""","","","","Jl. Raya Lenteng Agung Jl. Kompos No.#62 08, RT.11/RW.8",""
"https://www.google.com/maps/place/Warteg+Bang+amir/data=!4m7!3m6!1s0x2e69ed70341f9a37:0x1e44e0bd25ae43a9!8m2!3d-6.3645047!4d106.8343059!16s%2Fg%2F11fn1gn0d0!19sChIJN5ofNHDtaS4RqUOuJb3gRB4?authuser=0&hl=id&rclk=1","Warteg Bang amir","5,0","(1)","","","Tegal","·","Ruko Pondok Cina Blok C/494, Jl. Margonda Raya 494 Rt 009/02, Pondok Cina, Beji, Jakarta","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jlgg2RAVw6KjRYZehTDXqA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=332.52213&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","","·"
"https://www.google.com/maps/place/Warteg+dipo/data=!4m7!3m6!1s0x2e69e95d60b379d7:0xa3a756537e878807!8m2!3d-6.4134984!4d106.8139525!16s%2Fg%2F11rjyq4kb9!19sChIJ13mzYF3paS4RB4iHflNWp6M?authuser=0&hl=id&rclk=1","Warteg dipo","4,5","(2)","","","Brunch","·","Jl. Baru Dipo KRL Depok No.52, RT.5/RW.4","Buka","· Tutup pukul 23.01","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFlLr3yA_W3ziHpEeLoPBofTl9IDbGsxxRYd_lVUMP7HTDqc3A1-x6ojy2gNBdG_BUVZywLp3VxxvORGaFDvQKW953-V5lWr4AcsP4Q8wSHYZn9tDUX6ugkAbHPXF3HmxPoMS5RQ=w204-h92-k-no","","Makan di tempat","Bawa pulang","","","","·"
"https://www.google.com/maps/place/War%2Beg+Warung+Nasi/data=!4m7!3m6!1s0x2e69eb3c71121e67:0x99926039ec27aea3!8m2!3d-6.382764!4d106.8293304!16s%2Fg%2F11w_v1w6dm!19sChIJZx4ScTzraS4Ro64n7Dlgkpk?authuser=0&hl=id&rclk=1","War+eg Warung Nasi","4,7","(15)","","","Restoran","·","Jl. Margonda Raya No.224","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGG0DU-wdRBnK5Qs9aGBIHrngZ0CBNLvVSsKSDvr9B4bVMi-vnXk4FJa5B45sNnRXzUeDvCE3svUAyWQHIT1qb81I14fwzz5TLd-NCFZxjHJmXX4QpCv1GmkKE53f_pvgt1yz4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cita rasa makan warung ALA cafe .. tempat nyaman makanan enak""","","","","",""
