"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Perfecto+Gym/data=!4m7!3m6!1s0x2e3b7683d9a7bb6f:0x274520728628f541!8m2!3d-2.9444362!4d104.7339403!16s%2Fg%2F11b7795sn5!19sChIJb7un2YN2Oy4RQfUohnIgRSc?authuser=0&hl=id&rclk=1","Perfecto Gym","4,4","(110)","Pusat kebugaran","·","","·","Jl. Sukabangun 1","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0Nu6KWA-4mWiN0i9XHBxxcNlc-NImRyp-a4Ie5EtoAmT1Oa1p4NWE3QNYgtjd6nM3FvsPWqQ22ml7z3qUq8URXcBM5iC60clh6IqJL2sqf4PFZu_aWePVJ208BhfbZqSGvnUMdA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perfecto","Gym","tmpt yang cocok"""
"https://www.google.com/maps/place/Olympus+Lifting+Club/data=!4m7!3m6!1s0x2e3b9c4573d0e17f:0x8a49027c5a49a48b!8m2!3d-3.0447935!4d104.7846652!16s%2Fg%2F11gdmd2_b9!19sChIJf-HQc0WcOy4Ri6RJWnwCSYo?authuser=0&hl=id&rclk=1","Olympus Lifting Club","4,9","(241)","Tempat Fitness","·","","Perumahan, Jl. Ogan Permata Indah Jl. Opi Raya Blok BA-3D","","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSwDUvjUXbqcg0ooUnbSjlrfS-oRh4XGAee0_9khFo-9XZStJ42ISKXeta6tMk7J0aibt3zqCqDYDBcUlDUThyqwFlETFpktB6yIhyQs0uqackB6kh5OO_PrRz8OqZag0tvmwk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg asyik, Coach yg pengalaman dan teman2 yg super friendly 👍👍👍"""
"https://www.google.com/maps/place/Svastha+Gym/data=!4m7!3m6!1s0x2e3b762b0bcca841:0x82a93ac8ca57ecd1!8m2!3d-2.9917448!4d104.795984!16s%2Fg%2F11b7hx1dh1!19sChIJQajMCyt2Oy4R0exXysg6qYI?authuser=0&hl=id&rclk=1","Svastha Gym","4,1","(37)","Tempat Fitness","·","","·","2Q5W+895, Jl. D.I. Panjaitan","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPw_cX-U3emjUQZ8hbRTGwRS-v2xd99vFeoIp6NA8R6wiKRSysS7WUrryc8n_Zg84eolDbUky17RmkHYrR_xZJEYo6gAmtZrI50Oh_d2rwsa8MPKNHKN3YXaJa1_7ZfDp_hTtDfw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... perokok, dari toilet asap rokoknya keluar semua ke ruangan","gym","."""
"https://www.google.com/maps/place/ANTON+FITNES/data=!4m7!3m6!1s0x2e3b75e47625c509:0x9a6746ab966dae1b!8m2!3d-2.9828941!4d104.7462325!16s%2Fg%2F11hbk5szhr!19sChIJCcUlduR1Oy4RG65tlqtGZ5o?authuser=0&hl=id&rclk=1","ANTON FITNES","4,9","(41)","Tempat Fitness","·","","·","2P8W+RFX, Jl. Batu Nilam","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf7wFLPQmOwLydfwwQYHpS10UcWNq04wZFU3Qwac2I-rTKOI2_W0sVtKzB1QXe0CUGfV7zvErBEX8UCxnLP_0Jl9bINfu1gOHlbNtroPfICY842CFqHRRryamVXbfOB1CPZfwT=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Info untuk tarif nya baik harian / bulanan berapa ya""","",""
"https://www.google.com/maps/place/The+Eight+Barber+Shop+and+Gym/data=!4m7!3m6!1s0x2e3b76bc1f492431:0x209fc9267cbe9523!8m2!3d-2.9336957!4d104.7691652!16s%2Fg%2F11gf5l2dsc!19sChIJMSRJH7x2Oy4RI5W-fCbJnyA?authuser=0&hl=id&rclk=1","The Eight Barber Shop and Gym","4,3","(32)","Tempat Fitness","·","","·","No 8 A, Jl. MP. Mangkunegara","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvXphMWiJJfPic7cjMQiU1ByjNy-g6GxXv48ARJPDkUX1qy91Uk1vjbMibR2xjl2KO7Lb288q2CNnBYY1iczGf5-97bYG7FR_cDoI3ooD-sf0JtoANRoP6vRkz3LYZOJU-g88=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lt 1 untuk gunting rambut, lt 2 utk","gym",""""
"https://www.google.com/maps/place/Titan+Gym/data=!4m7!3m6!1s0x2e3b76c668c42ae1:0x8f5d0ddb4d395a1c!8m2!3d-2.9287746!4d104.7776352!16s%2Fg%2F11b7hq63t5!19sChIJ4SrEaMZ2Oy4RHFo5TdsNXY8?authuser=0&hl=id&rclk=1","Titan Gym","4,7","(45)","Tempat Fitness","·","","·","Jalan Musi Raya Barat Depan Cucian Mobil Saudara samping PDAM Tirta Musi","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEPFwYnianigi_U4YA9nJ1wdOmVur-m-ojypcWtm7pARNtck1-bT0TTGvjFWpThxhjA2FJ6pY89_jb8PnJ_765G8pRTP-O22lvc8YtwA4yE41wYa4hcRxMynFChthSvf4ak7Zx=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di sini cewek bisa nge-","gym","ngga?"""
"https://www.google.com/maps/place/Endorphin+Fitness/data=!4m7!3m6!1s0x2e3b770068c95b63:0x788d97987cdaf468!8m2!3d-2.9828259!4d104.7606169!16s%2Fg%2F11w3ltfrt3!19sChIJY1vJaAB3Oy4RaPTafJiXjXg?authuser=0&hl=id&rclk=1","Endorphin Fitness","4,5","(22)","Tempat Fitness","·","","Endorphin fitness, Starbucks Central Pavilion","","Segera tutup","· 21.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpJ5wtMTKj_IomTvBawJS6gAHkglkdRKEWaXHqruGfrXAlqTlgA1McAHcZ0L1VLIV2S0CrtOptT3Gq-qBr25s2KhNp7xR_9iHsQJV4TTw6veJQcTMABC53M5gp_U9eSPBtWSffxw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mega","gym","pertama yang ada fasilitas kolam rendam air dingin."""
"https://www.google.com/maps/place/Curves+Palembang/data=!4m7!3m6!1s0x2e3b751b8e8b1b8b:0xe8d225c413103bd1!8m2!3d-2.9708412!4d104.7373717!16s%2Fg%2F11wxgd2d22!19sChIJixuLjht1Oy4R0TsQE8Ql0ug?authuser=0&hl=id&rclk=1","Curves Palembang","4,8","(135)","Pusat kebugaran","·","","·","Jl. Angkatan 45 No.2126, RT.038/RW.011","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5LRiRWLvWg-SlZI7Sd3Q84McXJWqEfUmHJKDhJ8LrfZ3bRQ8wsoaeY8jRs8V6Ey7wkAG2-gXMzJ0lb8LKgVodkBGPvC85eKxMatlyliqxOd25RTtQNWbP-0aZZ6hVI0KY4EDE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","khusus wanita, 30 menit 500 kalori ,"
"https://www.google.com/maps/place/AS+Gym+%26+Aerobik/data=!4m7!3m6!1s0x5451001e47b486f:0xf84c06784be40370!8m2!3d-2.933383!4d104.736244!16s%2Fg%2F11b7g0s01c!19sChIJb0h75AEQRQURcAPkS3gGTPg?authuser=0&hl=id&rclk=1","AS Gym & Aerobik","4,5","(37)","Pusat Kebugaran","·","","·","Jl. Sukabangun II","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvOcgMV4LCzvQpKLPFXJ7684GJHw7MMAmlk4P9heVDXwvSAQaC7Cf_AXKrabwrnNHphP-3BG5WrEYYf-SJoSqKE_k6sGwSwL_YnZ_5IfsPx7cXXzOxhqQ0IUCM7_Lf-i4NrAIh=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hallo kak mau nanya kalo","gym","di sini berapa ya?"""
"https://www.google.com/maps/place/Hoge+Gym+And+Fitness+Center/data=!4m7!3m6!1s0x2e3b75f1c5c346f5:0x6def8b5e682f0066!8m2!3d-2.9381114!4d104.7398779!16s%2Fg%2F11hdd3x0vq!19sChIJ9UbDxfF1Oy4RZgAvaF6L720?authuser=0&hl=id&rclk=1","Hoge Gym And Fitness Center","4,7","(27)","Tempat Fitness","·","","3P9R+5M3, Jl. R.A. Abusamah","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkSQ5nCcRbExa7xMWTolZjt3V3uGksJNw6ppQ7klsDrqU8LoJQ-QJtldrh4m6mGCIj-OJFQSfhhiVmWHKFW41GN5ah4OqjM90NR4fV8iqiua6uEZjb3hPlvDbRPIn8ZQnDG0GVNw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Misi bang,harga","Gym","perbulan nya berapa?"""
"https://www.google.com/maps/place/TEN+FIT+PILATES+%26+STUDIO/data=!4m7!3m6!1s0x2e3b77de7b6a2711:0x63d9e6d27ee6062e!8m2!3d-2.9705273!4d104.7610574!16s%2Fg%2F11krbv4vc9!19sChIJESdqe953Oy4RLgbmftLm2WM?authuser=0&hl=id&rclk=1","TEN FIT PILATES & STUDIO","4,9","(32)","Studio Pilates","·","","Jl. Mayor Ruslan No.12","","Segera tutup","· 21.00 · Buka Sel pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfXN6BLgCNGPpUXJ4I6VhxwgXgHf7mSG_Xip3RkYfNpkQkRnqJ4WXudez8RxznoARtiz8CZKx8aXjl4-Cy_hc5pf6lF_0HrR7t2IWaM_XYrwKVT5g6tmOTxzW7LYnSkEeN0-OtKA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat fitness","yg paling terbaik & harga bersahabat"""
