"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Esposa/data=!4m7!3m6!1s0x2e69c5ef416b4f01:0xf4c6f8c700eab6aa!8m2!3d-6.5499814!4d106.7376434!16s%2Fg%2F11sprvnfpp!19sChIJAU9rQe_FaS4RqrbqAMf4xvQ?authuser=0&hl=id&rclk=1","Esposa","4,7","(1.165)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Cilubang Mekar No.03/08","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlAPFOXnfGwqYp2ra1QNzkSCb4Qu3EeQ_1oMYm4cPB4vJ9ZqBpS9xWUO08qkPlkE1Sr2TQQ5QwylP5ihzjC3X3wiCOeEdevjOTzj9mEoxcGJseqXyX1jK-BKRNLk2I2Nztr7ErYg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ambiencenya enak banget, harga terjangkau, rasa makanan so-so.""","","","","",""
"https://www.google.com/maps/place/Kedai+Kita/data=!4m7!3m6!1s0x2e69c5cc57d59837:0x1701aafca849fbec!8m2!3d-6.5901385!4d106.8028126!16s%2Fg%2F11b6tfqkx_!19sChIJN5jVV8zFaS4R7PtJqPyqARc?authuser=0&hl=id&rclk=1","Kedai Kita","4,5","(13.700)","·","Rp 50–75 rb","Sesuai untuk keluarga","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVoLGwymi9q_ew6RLDPFiTAF22ye2pFw45wfJjYzKZJPqCSaMyN6pXAeb2ivbkhGNTv1J7Yhl-9g0T3PtQ38qcUZqKXgjv68t51guBda2F8kogqhOtNKg3uu7EIr43YmvwlVg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak dengan porsi kenyang, harga affordable.""","","Jl. Pangrango No.21, RT.03/RW.04","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNnRmcWt4XxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaH4aYfCEpWo4-EPit-9kA0&ei=MaH4aYfCEpWo4-EPit-9kA0&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Seraya+Pastry+%26+Coffee/data=!4m7!3m6!1s0x2e69c51262ed68f1:0xb9f731aa49bb8df3!8m2!3d-6.5973831!4d106.8103809!16s%2Fg%2F11tdgkjw2q!19sChIJ8WjtYhLFaS4R8427Saox97k?authuser=0&hl=id&rclk=1","Seraya Pastry & Coffee","4,8","(137)","·","Rp 50–75 rb","Kedai Kopi","·","Komplek KPP IPB 3, Jl. Danau Tondano No.III Blok H/8, RT.05/RW.08","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLt2WailEcmsr7kSK7noY2ycjFHPhdpZP3Ie8qQzP7ommuztx51eyOLajOq_csWRIGbX2q0QbiFUDoVcqYZT7NlfmjDo5d7Y-M66nqTome6TNXh_dYR31YhHFuyYA8XrbszeTG=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan nya juga enak2 bgtttt dan harganya msh sangat affordable.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0ZGdrancycRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaH4aYfCEpWo4-EPit-9kA0&ei=MaH4aYfCEpWo4-EPit-9kA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Jelly+Potter+Kampus+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c567789fea0b:0x2b6c6a86c0165fc1!8m2!3d-6.5615454!4d106.7307615!16s%2Fg%2F11h4d6tj98!19sChIJC-qfeGfFaS4RwV8WwIZqbCs?authuser=0&hl=id&rclk=1","Jelly Potter Kampus IPB Dramaga","4,7","(89)","","","Kafe","·","Jl. Babakan Tengah No.25, RT.2/RW.08","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAhRtYf4ml8YwkXeabmlg0QERlANjP3sAfNasNiUA2bV6iGtVDkowjlLs2WVXJvs3mMkzrFx9FgemKr-p1AXgH__jN7QepeuojhfT6iOAGvEkMeQ2N0Fni9o7JDcDQz4i3ZYBf=w122-h92-k-no","","Makan di tempat","","","","",""
"https://www.google.com/maps/place/IPB+Merchandise+Store+%7C+Official+Merchandise+%26+Attribute+of+IPB+University+%7C+Custome+Sovenir/data=!4m7!3m6!1s0x2e69c5e1ad374e75:0x251c15c93c26176b!8m2!3d-6.5598356!4d106.7313661!16s%2Fg%2F11j4n_1ygv!19sChIJdU43reHFaS4RaxcmPMkVHCU?authuser=0&hl=id&rclk=1","IPB Merchandise Store | Official Merchandise & Attribute of IPB University | Custome Sovenir","4,7","(28)","","","Toko Pakaian","","","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOA8hsrXSIfbH6ggeMxdQzKXST5vzhLq4fUe_0HenPR9ypPT7ZAmHd8HefhZkfRAc4GP_CjciOhuLvFIub_WLAw_FRVgrr3PqxF66qw5fitoRGn68AFu2yCGgM2YXZ2XyG6YqU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bagus, bersih, dan nyaman.""","","","","",""
"https://www.google.com/maps/place/Dakara+Coffee+-+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69c507e76d4cdf:0xf7f044b4e1475698!8m2!3d-6.5698609!4d106.7355194!16s%2Fg%2F11fqz8gjm3!19sChIJ30xt5wfFaS4RmFZH4bRE8Pc?authuser=0&hl=id&rclk=1","Dakara Coffee - Cafe & Resto","4,5","(680)","·","Rp 25–50 rb","Kafe","·","·","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCry8lrPRrDEGFe_OjLaLdUTXvxP7lOKWCUg5JJ5fi3fLPlPvNSoV1QN-oJNBsdtgcbz29E3mgZnrzMqw_21wCT32bJG6k7jtLSJKSSZs9C6aAp-7OaUycMr4JDmtKLjF3IzKn=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super cozy, fasilitas wifi & mushola yg nyaman, waiter/waitress yg ramah""","","Jl. Lingkar Baru laladon Dramaga IPB Bogor No. 9","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcXo4Z2ptMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaH4aYfCEpWo4-EPit-9kA0&ei=MaH4aYfCEpWo4-EPit-9kA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kedai+Syzami/data=!4m7!3m6!1s0x2e69c520b0688349:0xb6876ab094014ae8!8m2!3d-6.5609599!4d106.7357579!16s%2Fg%2F11rwm0cz1m!19sChIJSYNosCDFaS4R6EoBlLBqh7Y?authuser=0&hl=id&rclk=1","Kedai Syzami","4,9","(10)","","","Brunch","·","Jl. Babakan Lio No.34, RT.01/RW.09","Segera tutup","· 21.00 · Buka Sel pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHjwLjBw1iubT1dwD9l-wn4cKPLiesBu2aITIolGzm84jZmVrvu5WFzVbnAL4YNQ1aVCmxBXzQAbVCRB-h5wWtFhow1GeaRNzkdGuwRRf76XoUp8YZMtoAiz1xybBxhYeELKm1=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak dan murah.""","","","","",""
"https://www.google.com/maps/place/Futura+Space+%26+Coffee/data=!4m7!3m6!1s0x2e69c591c1e0b779:0xee746d4813f5a5cf!8m2!3d-6.5679983!4d106.746367!16s%2Fg%2F11spn23725!19sChIJebfgwZHFaS4Rz6X1E0htdO4?authuser=0&hl=id&rclk=1","Futura Space & Coffee","4,3","(132)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Batu Hulung, RT.02/RW.01","Tutup","· Buka Sel pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHE0VGBs4sZaWR9IYqJqdU4E5r3N-aQ4fRJLLNUFJ1QgpL9lcYB5WQjr8amua6Dg6iWSuktNha6vTi7ZqXKZlxpakG9afHHKHD3exUP4uKOxAXNygWO3vi7zgTZ0DSUSyBtprTaEA=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Steak enak, cofee enak, tempat cozy, recomended sangat""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzcG4yMzcyNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaH4aYfCEpWo4-EPit-9kA0&ei=MaH4aYfCEpWo4-EPit-9kA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/arasbumi./data=!4m7!3m6!1s0x2e69c518be7d6201:0x60087798905e86df!8m2!3d-6.59339!4d106.810217!16s%2Fg%2F11r6rn8lkf!19sChIJAWJ9vhjFaS4R34ZekJh3CGA?authuser=0&hl=id&rclk=1","arasbumi.","4,8","(87)","","","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSg0uZTgBXMl1nZMcFV3XZUnC2GAm7LuloaCggGEyx93YkLNlaJsJ6B29X0HS_kPB3QpgbvpMTQvKwIV4QtoeFEZFH0Ae8znacTturpj-csO9JjrJxru0K_3ijgOSjj0547gk3nA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sayang sudah lama tutup""","","Jl. Bogor Baru C12 No.8, RT.05/RW.09","","",""
"https://www.google.com/maps/place/Kemenady+Coffee+and+Co-Working+Space/data=!4m7!3m6!1s0x2e69c5ca06803437:0x7f94786edcdce3a4!8m2!3d-6.5917014!4d106.7960417!16s%2Fg%2F11c2r682n5!19sChIJNzSABsrFaS4RpOPc3G54lH8?authuser=0&hl=id&rclk=1","Kemenady Coffee and Co-Working Space","4,5","(1.080)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6iGve-a3LVge9sv5r-UHvx8ipxnvZb-_8HdvgXKW1P3TPiZeH_ilfjVwCphklCgZm8TXkjFtN26UzWcXtmzMTX2LNt4CecDrRVi8ioJCicsi99gP_C-jhAJUWoppYLuZZ51bo6Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman, menu kumplit makanan minuman dan terjangkau""","","Jl. Pengadilan No.23B, RT.05/RW.03","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMnI2ODJuNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaH4aYfCEpWo4-EPit-9kA0&ei=MaH4aYfCEpWo4-EPit-9kA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Raindear+Coffee+%26+Kitchen+Bogor/data=!4m7!3m6!1s0x2e69c5bd055d17b7:0xa76052fb24e986b6!8m2!3d-6.6034326!4d106.8102516!16s%2Fg%2F11h7cqvl4c!19sChIJtxddBb3FaS4RtobpJPtSYKc?authuser=0&hl=id&rclk=1","Raindear Coffee & Kitchen Bogor","4,8","(8.342)","·","$$","Kedai Kopi","·","Jl. Bina Marga No.7, RT.04/RW.11","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4NRghH5qmov6n6vdAkmq2ahZ69qaPHMqZCBdN9G9azifrkllIqWmJ--s7VKHqF6Fr8Qpy9GBXhqRVemegRviav7vLd6HsKHAJZAsj2WWMYYkTcSwXT9f8qSHPhWxXF2gK-8WdfA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makananya enakkkk ayam cabe ijonya juara chiken grill nya enakkkkkk""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoN2Nxdmw0YxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaH4aYfCEpWo4-EPit-9kA0&ei=MaH4aYfCEpWo4-EPit-9kA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kedai+Es+Teh+Jaya+Abadi/data=!4m7!3m6!1s0x2e69c5c6a3daa55b:0xb3e4d5b76a65ee8a!8m2!3d-6.5928759!4d106.7879989!16s%2Fg%2F11t2sbzg1q!19sChIJW6Xao8bFaS4Riu5larfV5LM?authuser=0&hl=id&rclk=1","Kedai Es Teh Jaya Abadi","4,7","(1.334)","·","Rp 1–25.000","Kedai Teh Tradisional","·","·","Segera tutup","· 21.30 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRytlN_7s5Yol8LXw4XGBwumkwyw9Uw7OVRh84GBK2rGL9T2swigGqYmZDP01Ekz6YzlwTwwETEkG1IfklG8TNm1p3K17oOZVINjyiey2iTxd6td62tZbEQD74RPrycqZ8WU8=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","Jl. Merdeka No.30, RT.01/RW.02","","",""
